"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","season","run"
1,0,0,0,0,0,0,0,7,122.271895366721,0.419144379976206,1.16432657442056,-1.5757062765516,0.00859472891897894,-0.00528048661304638,0,30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1
2,0,0,0,0,0,0,0,11,96.30300831981,0.335316183627583,1.39910255582072,-7.54968058126839,0.00655980447307229,0.0313858884829097,1,28,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,-1,1
3,0,0,0,0,0,0,0,5,138.101262333803,0.372034881915897,1.45957541209646,-3.57831443922494,0.000737569350749254,0.0162652751873247,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,1
4,0,0,0,0,0,0,0,4,134.378504748456,-0.55908916995395,1.43403084855527,-2.58850210672609,-0.0035893116670195,0.0233873813739046,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,1
5,0,0,0,0,0,0,0,4,93.1289408029988,-0.430792920500971,1.51700982637703,-1.79842656617979,-0.00425519624142908,0.0104138879897073,0,30,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
6,0,0,0,0,0,0,0,4,118.930174391717,-0.449360415595584,1.84624575264752,-8.53732387406738,0.00731743477168493,0.0321294951695018,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1
7,0,0,0,0,0,0,0,1,145.231070439331,-0.507578301639296,1.05516428640112,1.84940615498571,0.00743986456538551,0.0268652733974159,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1
8,0,0,0,0,0,0,0,11,92.4917057342827,0.528093984536827,1.55417706118897,-1.19153315732971,0.00482099313638173,0.00741122005041689,1,38,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,-1,1
9,0,0,0,0,0,0,0,17,107.639507940039,0.346620366792195,1.68827523756772,6.02844459393347,-0.00300758280442096,0.0374469088716432,1,28,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,-1,1
10,0,0,0,0,0,0,0,4,120.051029236056,-0.554837127914652,1.65805755369365,-11.5601085744961,0.000127148517640307,0.022333959499374,0,35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,1
11,0,0,0,0,0,0,0,11,126.584936105646,0.584045345708728,1.66334272525273,-6.35925116076469,0.00597057368489914,-0.008236111656297,1,27,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,-1,1
12,0,0,0,0,0,0,0,14,105.854942975566,-0.47652575711254,1.47223420254886,-10.8580091873833,0.00860937124118209,0.0198224227852188,1,32,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-1,1
13,0,0,0,0,0,0,0,11,115.385916572995,0.450675244582817,1.96952816611156,-5.68399159126679,0.00544295499101281,0.010765900076367,1,37,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-1,1
14,0,0,0,0,0,0,0,1,111.993816979229,-0.356933975312859,1.40219706273638,-2.75943449398125,-0.00137631166609935,-0.00615514809265733,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
15,0,0,0,0,0,0,0,2,146.550319343805,0.300551057467237,1.84955210378394,2.81028234405798,0.00466160842915997,0.016402443961706,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
16,0,0,0,0,0,0,0,14,97.4234139081091,0.563273418671451,1.75664490740746,-5.77353921745571,-0.000788746795151383,0.0381166654266417,1,19,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,-1,1
17,0,0,0,0,0,0,0,3,94.2019607545808,-0.340233401348814,1.5326012193691,-8.79438833327234,0.00936454781098291,0.0254370025568642,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-1,1
18,0,0,0,0,0,0,0,16,147.859022277407,0.306822367245331,1.87414966081269,-5.22952365690199,-0.00262406064895913,0.0176737851789221,1,35,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,-1,1
19,0,0,0,0,0,0,0,2,116.550606493838,-0.58174101181794,1.46711511560716,-1.51578318904727,0.00127508487552404,0.00214783044997603,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1
20,0,0,0,0,0,0,0,5,112.216342817992,0.387884616851807,1.00812845537439,-3.2723912343829,-0.00121985303936526,0.0289021264505573,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-1,1
1,0,0,0,0,19,33,121,7,122.271895366721,0.419144379976206,1.16432657442056,-1.5757062765516,0.00859472891897894,-0.00528048661304638,0,30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,0,0,0,8,24,94,11,96.30300831981,0.335316183627583,1.39910255582072,-7.54968058126839,0.00655980447307229,0.0313858884829097,1,28,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
3,0,0,0,0,40,16,137,5,138.101262333803,0.372034881915897,1.45957541209646,-3.57831443922494,0.000737569350749254,0.0162652751873247,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4,0,0,0,0,17,1,136,4,134.378504748456,-0.55908916995395,1.43403084855527,-2.58850210672609,-0.0035893116670195,0.0233873813739046,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
5,0,0,0,0,39,16,88,4,93.1289408029988,-0.430792920500971,1.51700982637703,-1.79842656617979,-0.00425519624142908,0.0104138879897073,0,30,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,8,10,124,4,118.930174391717,-0.449360415595584,1.84624575264752,-8.53732387406738,0.00731743477168493,0.0321294951695018,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7,0,0,0,0,17,31,147,1,145.231070439331,-0.507578301639296,1.05516428640112,1.84940615498571,0.00743986456538551,0.0268652733974159,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,37,38,95,11,92.4917057342827,0.528093984536827,1.55417706118897,-1.19153315732971,0.00482099313638173,0.00741122005041689,1,38,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
9,0,0,0,0,23,38,101,17,107.639507940039,0.346620366792195,1.68827523756772,6.02844459393347,-0.00300758280442096,0.0374469088716432,1,28,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
10,0,0,0,0,17,36,118,4,120.051029236056,-0.554837127914652,1.65805755369365,-11.5601085744961,0.000127148517640307,0.022333959499374,0,35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11,0,0,0,0,1,38,122,11,126.584936105646,0.584045345708728,1.66334272525273,-6.35925116076469,0.00597057368489914,-0.008236111656297,1,27,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
12,0,0,0,0,4,28,105,14,105.854942975566,-0.47652575711254,1.47223420254886,-10.8580091873833,0.00860937124118209,0.0198224227852188,1,32,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
13,0,0,0,0,21,40,109,11,115.385916572995,0.450675244582817,1.96952816611156,-5.68399159126679,0.00544295499101281,0.010765900076367,1,37,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
14,0,0,0,0,25,9,116,1,111.993816979229,-0.356933975312859,1.40219706273638,-2.75943449398125,-0.00137631166609935,-0.00615514809265733,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
