"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","season","run"
1,0,0,0,0,0,0,0,4,96.1293330229819,0.468504393124022,1.00147329783067,-10.198907628841,0.00641867262427695,0.0374665283807553,0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,7
2,0,0,0,0,0,0,0,10,116.986040552147,0.346328071528114,1.21018419554457,7.00066004691411,0.0070504836901091,0.014642698885873,1,39,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,7
3,0,0,0,0,0,0,0,4,139.790218141861,-0.349629095778801,1.09016134217381,0.189692993497975,-0.00394877284998074,-0.00286506195785478,0,15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,7
4,0,0,0,0,0,0,0,3,102.090419610031,0.383718887879513,1.69855890283361,-0.328030104945031,-0.00326674506883137,0.0336935606529005,0,41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7
5,0,0,0,0,0,0,0,5,130.90390054509,-0.581762972055003,1.39518043445423,-2.11956196792908,-0.000834694788791239,0.014772365950048,0,23,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,7
6,0,0,0,0,0,0,0,4,123.489082222804,-0.560044911154546,1.47505307523534,-6.46948835133948,0.00560962774907239,0.0202680333610624,0,35,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,7
7,0,0,0,0,0,0,0,2,107.289395257831,-0.406693588988855,1.35049166670069,-3.83157490913342,0.00333329149289057,-0.00844645063858479,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,7
8,0,0,0,0,0,0,0,9,96.6169302491471,0.59137208245229,1.1681375221815,-7.60759560515418,0.0023464953689836,0.0220588735863566,1,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,-1,7
9,0,0,0,0,0,0,0,4,143.573617762886,-0.592527332366444,1.27327352249995,1.35833283929017,-0.000433669892372564,0.0153640317590907,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,7
10,0,0,0,0,0,0,0,4,98.9972938410938,0.379450209927745,1.96589206089266,-0.78458259959419,0.00657146285171621,0.0172370308521204,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,7
11,0,0,0,0,0,0,0,10,119.63477935642,0.381279710959643,1.25735413236544,-2.72608538754705,0.00339981142897159,0.0101223080628552,1,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,-1,7
12,0,0,0,0,0,0,0,12,102.009413307533,0.307807393907569,1.99887922010385,-4.76181322661319,0.00742966463440098,0.0141009934688918,1,26,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,-1,7
13,0,0,0,0,0,0,0,2,102.85452242475,0.440742369764484,1.96059829718433,-8.34906676244686,0.00506154479575343,-0.00105316865025088,0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,7
14,0,0,0,0,0,0,0,1,114.98780278489,0.387977343471721,1.12248328141868,-3.4184010835259,0.00304868987295777,0.0342546986741945,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,7
15,0,0,0,0,0,0,0,4,110.638939091004,0.310113104246557,1.49240664415993,5.85120100307102,0.00153243670822121,-0.00925580146955326,0,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,7
16,0,0,0,0,0,0,0,5,94.0852163499221,-0.361386653850786,1.28128626267426,-0.305521231157284,-0.00107848515617661,0.0342036590538919,0,33,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7
17,0,0,0,0,0,0,0,10,91.7360212560743,0.536957019707188,1.56170152663253,-1.03249324808428,0.00751651836908422,0.00290236740605906,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,-1,7
