"speciesid","active","dead","hunger","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","efficacy","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","season","run"
1,0,0,0,0,0,0,0,4,128.823611629196,0.405959181580692,1.07706438028254,4.868122777821,-0.00251819100230932,0.0366454914421774,0,29,0.0980698656500317,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,-1,1
2,0,0,0,0,0,0,0,15,136.975965737365,-0.38107804376632,1.03554057958536,1.56393582587586,-0.000167479150695727,0.0135339248785749,1,31,0.0308945033606142,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,-1,1
3,0,0,0,0,0,0,0,4,123.18217869848,-0.597805218352005,1.64279549219646,-5.23487013702158,0.00265187809825875,0.0201794033846818,0,32,0.0316730436543003,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,1
4,0,0,0,0,0,0,0,1,121.783174811862,-0.490047979331575,1.92861519963481,-6.64237030283468,0.0088595270703081,0.0142494840291329,0,37,0.0817152475588955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1
5,0,0,0,0,0,0,0,3,137.361373901367,0.363962440565228,1.59809242235497,-6.60239856163695,0.00266439547529444,-0.00455968417460099,0,33,0.0848504543513991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1
6,0,0,0,0,0,0,0,2,91.3998721400276,0.338811704423279,1.56090074800886,3.10547091839283,-0.00113568108761683,0.00238634164910764,0,41,0.020215693579521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1
7,0,0,0,0,0,0,0,3,118.633803902194,-0.44343541029375,1.52602772391401,-5.62060516742751,-0.00430308669572696,0.0149257265357301,0,40,0.0966980814700946,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1
8,0,0,0,0,0,0,0,5,133.938824320212,-0.577222340949811,1.98509522387758,4.88139401145062,0.0012678438751027,0.00864333540434018,0,31,0.0232590609695762,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,-1,1
9,0,0,0,0,0,0,0,2,131.563893388957,0.479628290142864,1.50764182233252,0.703728621236085,0.00781002253410406,0.0367345685116015,0,31,0.0229264248488471,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
10,0,0,0,0,0,0,0,2,118.657177328132,0.59285120847635,1.68278807867318,5.17821414637488,0.000208460165886208,0.0161993038933724,0,26,0.0932706941687502,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1
11,0,0,0,0,0,0,0,4,141.672568609938,0.519537753565237,1.60154121764936,-9.71695603811985,-0.00302836519200355,0.00585723358439282,0,29,0.0556332042324357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,1
