"season","change","temperature","seed"
21,0.142742846949037,0.142742846949037,5
22,-0.696074180387575,-0.553331333438538,5
23,-0.294008967076559,-0.847340300515097,5
24,0.393391731117194,-0.453948569397903,5
25,0.939030952495473,0.48508238309757,5
26,-1.11005281811587,-0.624970435018299,5
27,1.4869301451631,0.861959710144798,5
28,0.245080928705557,1.10704063885035,5
29,-0.28553058670743,0.821510052142924,5
30,-1.16734235690605,-0.345832304763121,5
31,-1.20784269806625,-1.55367500282937,5
32,1.1751391855458,-0.378535817283575,5
33,1.93319249543038,1.5546566781468,5
34,-0.62412951320723,0.930527164939571,5
35,0.5395369976474,1.47006416258697,5
36,0.462264319363115,1.93232848195009,5
37,0.729936776157165,2.66226525810725,5
38,1.46415479041939,4.12642004852664,5
39,1.36097844772251,5.48739849624915,5
40,-1.00913188327549,4.47826661297366,5
41,-0.264362157805887,4.21390445516777,5
42,-0.158504321791966,4.0554001333758,5
43,0.160725873266964,4.21612600664277,5
44,-0.0654768736633265,4.15064913297944,5
45,-0.24124405761317,3.90940507536627,5
46,-1.28484536355845,2.62455971180782,5
47,0.264035024501847,2.88859473630967,5
48,0.24464818584187,3.13324292215154,5
49,1.34304171085022,4.47628463300176,5
50,0.824793679358007,5.30107831235977,5
51,0.979192724710586,6.28027103707035,5
52,0.370319233119933,6.65059027019029,5
53,0.339642607682956,6.99023287787324,5
54,0.979778551282173,7.97001142915542,5
55,-0.415117812096787,7.55489361705863,5
56,-0.0583140315337175,7.49657958552491,5
57,-0.706905809353735,6.78967377617118,5
58,-0.032989832373753,6.75668394379742,5
59,-1.41840217159203,5.3382817722054,5
60,-1.37501951341683,3.96326225878857,5
61,-0.474152428228977,3.48910983055959,5
62,0.109890649082946,3.59900047964254,5
63,-0.0692358611474392,3.5297646184951,5
64,0.0567866982196609,3.58655131671476,5
65,0.239596042512168,3.82614735922693,5
66,-0.426042505738218,3.40010485348871,5
67,-0.278187231084791,3.12191762240392,5
68,-0.88686747850541,2.23505014389851,5
69,0.325240448180083,2.56029059207859,5
70,-1.07616851972916,1.48412207234943,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
