"season","change","temperature","seed"
21,0.142742846949037,0.142742846949037,5
22,0.857951971424358,1.00069481837339,5
23,-0.493872024642508,0.506822793730887,5
24,0.241481117107799,0.748303910838686,5
25,0.210189698551262,0.958493609389948,5
26,-2.2734957378858,-1.31500212849586,5
27,0.823911067487741,-0.491091061008116,5
28,-1.81696334640236,-2.30805440741047,5
29,-0.869946939292535,-3.17800134670301,5
30,-0.388236993203133,-3.56623833990614,5
31,-1.14692094759591,-4.71315928750206,5
32,-0.370460110524491,-5.08361939802655,5
33,1.42996417023001,-3.65365522779654,5
34,1.82114006087969,-1.83251516691685,5
35,-1.26378218830261,-3.09629735521946,5
36,-0.412976339887589,-3.50927369510705,5
37,1.12835030595187,-2.38092338915518,5
38,0.168650381582311,-2.21227300757287,5
39,0.520789043020933,-1.69148396455194,5
40,-0.613583581297885,-2.30506754584982,5
41,-0.336443675251086,-2.64151122110091,5
42,-0.924317473397857,-3.56582869449877,5
43,-0.280854484153097,-3.84668317865186,5
44,-1.22424797417182,-5.07093115282368,5
45,-1.52012416104346,-6.59105531386714,5
46,0.701991551780708,-5.88906376208643,5
47,-0.495589899274193,-6.38465366136062,5
48,1.33178699171534,-5.05286666964528,5
49,-0.841375490168405,-5.89424215981369,5
50,0.711585308508432,-5.18265685130526,5
51,0.757801871453474,-4.42485497985178,5
52,-1.07537279504892,-5.5002277749007,5
53,-0.663168885936296,-6.163396660837,5
54,0.0968950939560182,-6.06650156688098,5
55,-0.515948889896392,-6.58245045677737,5
56,-0.804596186264797,-7.38704664304217,5
57,1.1601323347567,-6.22691430828547,5
58,-1.47011059458466,-7.69702490287012,5
59,0.754468629576505,-6.94255627329362,5
60,0.70240110654277,-6.24015516675085,5
61,0.989879435559221,-5.25027573119163,5
62,0.990909258728676,-4.25936647246295,5
63,0.512676846650487,-3.74668962581247,5
64,-0.433046313955871,-4.17973593976834,5
65,1.73651053979366,-2.44322539997468,5
66,0.677545280279728,-1.76568011969495,5
67,-0.105038589934674,-1.87071870962962,5
68,-0.645219890497982,-2.51593860012761,5
69,-0.187980593790384,-2.70391919391799,5
70,-0.680164341417781,-3.38408353533577,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
