"season","change","temperature","seed"
21,-0.565287180787437,-0.565287180787437,10
22,-0.987177436012366,-1.5524646167998,10
23,1.2510341599205,-0.301430456879306,10
24,-0.726110741064804,-1.02754119794411,10
25,0.481688103708985,-0.545853094235125,10
26,0.47435969889768,-0.0714933953374447,10
27,-1.6305931766582,-1.70208657199564,10
28,-0.176614428376252,-1.87870100037189,10
29,-0.934298543620539,-2.81299954399243,10
30,-1.63255625087329,-4.44555579486572,10
31,-0.440011652768316,-4.88556744763403,10
32,1.28277885504622,-3.60278859258781,10
33,1.19179566052883,-2.41099293205898,10
34,-1.17228788470364,-3.58328081676262,10
35,2.10867223696407,-1.47460857979856,10
36,0.151570113879842,-1.32303846591872,10
37,1.38428451629162,0.0612460503729013,10
38,0.938420493440009,0.999666543812911,10
39,1.21565702196682,2.21532356577973,10
40,0.0011680789747494,2.21649164475448,10
41,0.432973351790736,2.64946499654521,10
42,0.494671285791166,3.14413628233638,10
43,1.00191618847608,4.14605247081246,10
44,-0.581481264918918,3.56457120589354,10
45,0.324012601774154,3.8885838076677,10
46,0.782034031339493,4.67061783900719,10
47,-0.112386488306375,4.55823135070081,10
48,0.948650289639955,5.50688164034077,10
49,-0.179848022643738,5.32703361769703,10
50,-0.461200270716041,4.86583334698099,10
51,0.197276951367856,5.06311029834885,10
52,1.23900457855193,6.30211487690077,10
53,1.55310105829485,7.85521593519562,10
54,-0.457910735124612,7.39730520007101,10
55,-1.30312817625218,6.09417702381883,10
56,-0.939962244377447,5.15421477944138,10
57,-1.29672253309145,3.85749224634993,10
58,-0.284629038894174,3.57286320745575,10
59,-1.15121497567559,2.42164823178016,10
60,0.463533017300213,2.88518124908037,10
61,1.0240120132393,3.90919326231968,10
62,-1.55402937971877,2.35516388260091,10
63,1.60785003163258,3.96301391423348,10
64,-0.559216577175688,3.4037973370578,10
65,0.428004145454673,3.83180148251247,10
66,0.372998361551754,4.20479984406422,10
67,0.189529557064304,4.39432940112853,10
68,-0.286084975577224,4.1082444255513,10
69,0.928306202246119,5.03655062779742,10
70,-0.745758563165215,4.29079206463221,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
0,0,0,10
