"speciesid","active","dead","hunger","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","efficacy","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","season","run"
1,0,0,0,0,0,0,0,4,128.267394192517,0.50741065707989,1.27163515030406,-9.95227164548589,-0.00483867263305001,0.0349774042121135,0,30,0.0866031360789202,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,11
2,0,0,0,0,0,0,0,20,90.8268357301131,-0.522120939963497,1.70909225870855,11.7757201379622,0.00166766639100388,-0.00608100277837366,1,41,0.0576643007225357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,11
3,0,0,0,0,0,0,0,1,121.749888667837,0.468972400180064,1.77469595521688,-7.86559331141445,0.00202676843036897,-0.000445628855377436,0,30,0.0415864875237458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,11
4,0,0,0,0,0,0,0,4,140.061782361008,0.342922242125496,1.99333628895693,-12.6280135274836,-0.00118943346431479,0.0293695194739848,0,38,0.0694869780377485,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,11
5,0,0,0,0,0,0,0,5,120.171355409548,0.511891945707612,1.67489701439627,-0.257641553851237,-0.000493029273347929,0.012244102077093,0,35,0.0294334664964117,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-1,11
6,0,0,0,0,0,0,0,1,125.865645934828,0.326986582344398,1.55853370111436,-9.58033070293668,-0.0022182957129553,0.0209325266629457,0,27,0.0997488151071593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,11
7,0,0,0,0,0,0,0,5,115.535704256035,-0.431328687770292,1.45088184298947,-14.0552249477732,7.19080842100078e-05,-0.00419977080542594,0,29,0.0824090985907242,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,-1,11
8,0,0,0,0,0,0,0,1,108.732278924435,0.546622689231299,1.68808546243235,4.51329593423503,0.00344918552204035,-0.00581298909615725,0,33,0.0961081349197775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
9,0,0,0,0,0,0,0,11,103.315633493476,-0.500878305011429,1.22270282963291,-10.7769160845286,0.00429655587067828,0.0214538563136011,1,35,0.0744168732827529,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,-1,11
10,0,0,0,0,0,0,0,2,116.605573743582,-0.390830004354939,1.52891143411398,2.70290783057409,0.00345562314498238,-0.00447864475660026,0,34,0.0197713466593996,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,11
11,0,0,0,0,0,0,0,1,114.75144547876,0.579482247401029,1.59028186206706,-7.4537393380838,0.00231228423654102,-0.00302350269863382,0,38,0.0288900757604279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,11
12,0,0,0,0,0,0,0,1,138.942153607495,-0.434579324279912,1.33110997872427,-0.2120908225855,0.00729366156389005,-0.00113723707851023,0,36,0.0612262428621762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
13,0,0,0,0,0,0,0,1,99.7595350071788,0.457196378940716,1.86852843617089,-6.14723409055268,0.00312792329117656,0.00512331437552348,0,40,0.0871973122213967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
14,0,0,0,0,0,0,0,3,125.819003367797,-0.373563374206424,1.3041936326772,5.36484121296436,-0.00292858854983933,0.0045197395584546,0,36,0.0853523349692114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,11
15,0,0,0,0,0,0,0,4,98.0840980634093,0.35938112041913,1.56220937985927,-11.5467520656041,0.00989652729826048,0.0134426653943956,0,28,0.0321823125425726,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-1,11
16,0,0,0,0,0,0,0,4,135.141800595447,0.386793241370469,1.76450075372122,5.95841073464914,0.00278385165263899,0.0140377345471643,0,42,0.0770339076360688,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-1,11
17,0,0,0,0,0,0,0,13,100.445016394369,-0.597105061006732,1.24548333417624,-7.85840874211229,-0.00108365099644288,0.00817230033921078,1,40,0.0739866649359465,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,-1,11
18,0,0,0,0,0,0,0,2,124.789988128468,-0.351160489046015,1.76571225188673,-6.75795105091185,0.00946648343582638,0.027830474297516,0,28,0.0955659311031923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,11
19,0,0,0,0,0,0,0,2,135.078720739111,-0.435529543762095,1.67470748675987,-2.05948357243702,0.00830690291710198,-0.00940183267462999,0,41,0.0478519795485772,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
20,0,0,0,0,0,0,0,5,100.967852873728,0.32159471407067,1.6427013957873,0.361660575041039,0.00416753734578379,0.0379696205467917,0,34,0.0194123806757852,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-1,11
21,0,0,0,0,0,0,0,10,93.4404303878546,-0.307672710553743,1.14286253135651,-4.55287013504036,0.00642262692679651,0.00936175209702924,1,34,0.0448568596295081,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,-1,11
22,0,0,0,0,0,0,0,3,119.909261469729,-0.5569251104258,1.18457308434881,-17.920032273102,0.00779729741858318,0.0145220813667402,0,38,0.082976679331623,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1,11
23,0,0,0,0,0,0,0,1,101.530020958744,-0.51148710809648,1.65599796129391,0.285178013092932,0.00129575327970087,0.0205245868978091,0,30,0.0299028468504548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,11
24,0,0,0,0,0,0,0,3,127.184108449146,0.489265310321935,1.56665690708905,-0.374603422459407,-0.00367509033880197,0.0167416546237655,0,34,0.0794010767224245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,11
25,0,0,0,0,0,0,0,9,131.162836644799,-0.586446371418424,1.4741770955734,-10.6310951929717,0.00881369644077495,-0.0070080652856268,1,31,0.0226006657443941,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,-1,11
26,0,0,0,0,0,0,0,7,115.532903792337,0.504552596015856,1.2965691271238,4.97487196177322,-0.000878159524872899,0.0313910351577215,0,34,0.0553138606157154,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,-1,11
27,0,0,0,0,0,0,0,11,115.572102963924,0.364344381471164,1.62380756880157,3.97569518483802,0.00851901201647706,0.0253420551633462,1,31,0.0133309862366878,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,-1,11
28,0,0,0,0,0,0,0,3,102.270709695294,-0.457370175258257,1.25688227987848,2.04619768005616,-0.00235423052334227,0.0242808328568935,0,34,0.0422987245116383,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-1,11
29,0,0,0,0,0,0,0,9,146.333635719493,0.34233871169854,1.27236311533488,7.38102877526759,0.00581327602616511,-0.00690188736421987,1,35,0.0279849061998539,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,-1,11
30,0,0,0,0,0,0,0,5,122.14373848401,-0.444650903879665,1.80875053000636,-0.660673984398337,0.00273424705723301,0.0183483771025203,0,38,0.0368375115096569,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,-1,11
1,0,0,0,0,46,9,129,4,128.267394192517,0.50741065707989,1.27163515030406,-9.95227164548589,-0.00483867263305001,0.0349774042121135,0,30,0.0866031360789202,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11
2,0,0,0,0,10,41,99,20,90.8268357301131,-0.522120939963497,1.70909225870855,11.7757201379622,0.00166766639100388,-0.00608100277837366,1,41,0.0576643007225357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11
3,0,0,0,0,40,45,125,1,121.749888667837,0.468972400180064,1.77469595521688,-7.86559331141445,0.00202676843036897,-0.000445628855377436,0,30,0.0415864875237458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
4,0,0,0,0,18,4,126,4,140.061782361008,0.342922242125496,1.99333628895693,-12.6280135274836,-0.00118943346431479,0.0293695194739848,0,38,0.0694869780377485,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
5,0,0,0,0,46,39,124,5,120.171355409548,0.511891945707612,1.67489701439627,-0.257641553851237,-0.000493029273347929,0.012244102077093,0,35,0.0294334664964117,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11
6,0,0,0,0,37,25,119,1,125.865645934828,0.326986582344398,1.55853370111436,-9.58033070293668,-0.0022182957129553,0.0209325266629457,0,27,0.0997488151071593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
