"season","change","temperature","seed"
21,0.156300612689434,0.156300612689434,13
22,0.823726872562683,0.980027485252117,13
23,0.819246808474333,1.79927429372645,13
24,0.466067022790755,2.26534131651721,13
25,-1.83382815459714,0.431513161920063,13
26,-0.000950627354975614,0.430562534565087,13
27,-1.12406242163793,-0.693499887072842,13
28,-0.771127284489452,-1.46462717156229,13
29,0.554794334153647,-0.909832837408647,13
30,-1.58292136732964,-2.49275420473828,13
31,-1.45212858850788,-3.94488279324616,13
32,-1.37111689970842,-5.31599969295458,13
33,-0.961827423867275,-6.27782711682186,13
34,-0.754020099940363,-7.03184721676222,13
35,1.09417221523668,-5.93767500152554,13
36,0.264396415340656,-5.67327858618489,13
37,-0.0948734212779618,-5.76815200746285,13
38,0.0409527498733232,-5.72719925758952,13
39,0.629627790767668,-5.09757146682186,13
40,-0.633425689532284,-5.73099715635414,13
41,0.521067089968339,-5.2099300663858,13
42,-0.805853248681796,-6.0157833150676,13
43,-0.524676084242383,-6.54045939930998,13
44,-0.200107761761775,-6.74056716107176,13
45,-0.428794791286109,-7.16936195235786,13
46,0.972205415300184,-6.19715653705768,13
47,1.14710620297247,-5.05005033408522,13
48,1.87822280891926,-3.17182752516595,13
49,0.33223933448788,-2.83958819067807,13
50,0.368091333696269,-2.4714968569818,13
51,-0.286912148421253,-2.75840900540305,13
52,1.62188363111152,-1.13652537429153,13
53,-0.113210563770042,-1.24973593806158,13
54,-0.842695850451031,-2.09243178851261,13
55,-0.95042784860022,-3.04285963711283,13
56,0.47497976684496,-2.56787987026787,13
57,0.963432205037405,-1.60444766523046,13
58,0.280921171215311,-1.32352649401515,13
59,0.882513193310665,-0.441013300704487,13
60,1.38971039430818,0.948697093603694,13
61,1.05046478096978,1.99916187457347,13
62,0.627788897655244,2.62695077222872,13
63,-0.173024940548789,2.45392583167993,13
64,0.220163176508084,2.67408900818801,13
65,0.55577197183133,3.22986098001934,13
66,0.337150624161054,3.56701160418039,13
67,-0.517155640668735,3.04985596351166,13
68,-0.0646530410057903,2.98520292250587,13
69,1.49845567115984,4.48365859366571,13
70,1.39570360546769,5.8793621991334,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
0,0,0,13
