"season","change","temperature","seed"
21,-0.321566038946332,-0.321566038946332,17
22,1.8576244447885,1.53605840584217,17
23,1.16782669471842,2.7038851005606,17
24,0.309824278645842,3.01370937920644,17
25,-0.00922437673151619,3.00448500247492,17
26,0.157789069957276,3.1622740724322,17
27,-0.853510932741669,2.30876313969053,17
28,-0.624951165433121,1.68381197425741,17
29,-0.647180273784876,1.03663170047253,17
30,-0.431049758698609,0.605581941773923,17
31,0.227701310211655,0.833283251985578,17
32,-0.275794781802536,0.557488470183042,17
33,-0.301813937658404,0.255674532524639,17
34,0.778659357505964,1.0343338900306,17
35,0.577938642927688,1.61227253295829,17
36,0.605386010659537,2.21765854361783,17
37,-0.205023025343337,2.01263551827449,17
38,-0.166037223039893,1.8465982952346,17
39,-0.550707420769106,1.29589087446549,17
40,1.0213720217996,2.31726289626509,17
41,0.56365749832943,2.88092039459452,17
42,-0.334681044421647,2.54623935017287,17
43,-0.0200963760238339,2.52614297414904,17
44,0.831126167639583,3.35726914178862,17
45,0.0915971810260472,3.44886632281467,17
46,0.6491957822047,4.09806210501937,17
47,-0.909881132809554,3.18818097220982,17
48,-0.775302752387565,2.41287821982225,17
49,-0.469284806426012,1.94359341339624,17
50,-0.307744847038043,1.6358485663582,17
51,0.226785300594313,1.86263386695251,17
52,1.48991386288179,3.3525477298343,17
53,0.978010653280273,4.33055838311457,17
54,-0.183540656062465,4.14701772705211,17
55,-0.699143649041063,3.44787407801104,17
56,-1.0718119957518,2.37606208225924,17
57,-0.979788313237238,1.396273769022,17
58,0.516748110189936,1.91302187921194,17
59,-1.7953707505622,0.117651128649737,17
60,1.30572974968226,1.423380878332,17
61,0.984528802250361,2.40790968058236,17
62,-1.5223921703485,0.885517510233861,17
63,1.2929784872604,2.17849599749426,17
64,0.299882544338554,2.47837854183281,17
65,-0.855461528608343,1.62291701322447,17
66,1.52598626426425,3.14890327748872,17
67,-0.958161456902847,2.19074182058587,17
68,0.364783428660965,2.55552524924683,17
69,-0.518675862237344,2.03684938700949,17
70,-1.01996171823228,1.01688766877721,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
0,0,0,17
