"Prediction","Actual","Difference","Seed"
0.078,0.32506692193919,0.32506692193919,6
0.156,-0.421318633425592,-0.746385555364782,6
0.234,1.03003986606054,1.45135849948613,6
0.312,1.89480197188441,0.864762105823871,6
0.39,0.412165554915941,-1.48263641696847,6
0.468,0.805258272195936,0.393092717279996,6
0.546,-0.653754818878294,-1.45901309107423,6
0.624,1.30087313730393,1.95462795618223,6
0.702,0.743121605630441,-0.557751531673491,6
0.78,-0.18075119419107,-0.923872799821511,6
0.858,2.44140273928447,2.62215393347554,6
0.936,-0.1440688008402,-2.58547154012467,6
1.014,1.61259863004921,1.75666743088941,6
1.092,0.754245667002787,-0.85835296304642,6
1.17,0.620568124655564,-0.133677542347223,6
1.248,1.29804017362512,0.677472048969555,6
1.326,2.8909155926818,1.59287541905668,6
1.404,0.401116605180051,-2.48979898750175,6
1.482,1.2169021360315,0.815785530851454,6
1.56,3.5828732372806,2.3659711012491,6
1.638,2.11338158955808,-1.46949164772253,6
1.716,0.428533203595958,-1.68484838596212,6
1.794,3.6404218096178,3.21188860602184,6
1.872,0.783171699950227,-2.85725010966757,6
1.95,2.12446497207377,1.34129327212354,6
2.028,0.956054012026009,-1.16841096004776,6
2.106,2.07110205892519,1.11504804689918,6
2.184,4.34139278475925,2.27029072583406,6
2.262,3.53893582408957,-0.802456960669677,6
2.34,1.82651142641568,-1.7124243976739,6
2.418,1.80267462089574,-0.0238368055199356,6
2.496,2.94727069155543,1.14459607065969,6
2.574,1.49320653097626,-1.45406416057917,6
2.652,1.68179132706821,0.188584796091944,6
2.73,3.77277395455331,2.0909826274851,6
2.808,2.66113289291675,-1.11164106163656,6
2.886,3.46378390126201,0.802651008345254,6
2.964,4.44578187127435,0.981997970012348,6
3.042,2.8646767571454,-1.58110511412895,6
3.12,1.64661955549569,-1.21805720164971,6
3.198,2.38683559337392,0.740216037878236,6
3.276,2.87980884843373,0.492973255059804,6
3.354,2.9676238952513,0.087815046817576,6
3.432,3.27575924048791,0.308135345236603,6
3.51,3.73526114287421,0.459501902386305,6
3.588,2.90459672996314,-0.830664412911076,6
3.666,3.41495759628017,0.510360866317031,6
3.744,5.41604414121589,2.00108654493572,6
3.822,3.83504379920001,-1.58100034201588,6
3.9,4.07232237009987,0.237278570899869,6
3.978,3.92839188623316,-0.143930483866716,6
4.056,4.47902093462245,0.550629048389289,6
4.134,3.58711970130303,-0.891901233319418,6
4.212,5.36964984744115,1.78253014613812,6
4.29,3.24042047018852,-2.12922937725263,6
4.368,5.36194902665874,2.12152855647023,6
4.446,3.04482869453591,-2.31712033212284,6
4.524,3.08182293856095,0.0369942440250468,6
4.602,4.49744551346027,1.41562257489931,6
4.68,4.78191209241577,0.284466578955505,6
4.758,4.95423571534493,0.172323622929155,6
4.836,5.3434801660682,0.389244450723267,6
4.914,3.94305631314112,-1.40042385292707,6
4.992,3.51655079742317,-0.426505515717948,6
5.07,4.76011836620165,1.24356756877847,6
5.148,5.33580495723981,0.575686591038163,6
5.226,5.02041020601188,-0.315394751227927,6
5.304,4.47043366723714,-0.549976538774742,6
5.382,4.6414481020751,0.171014434837957,6
5.46,5.96684573235991,1.32539763028481,6
5.538,5.18135734256244,-0.785488389797462,6
5.616,5.20614409679208,0.0247867542296412,6
5.694,5.67462836228712,0.468484265495039,6
5.772,5.2226938441237,-0.451934518163421,6
5.85,5.56512222389264,0.342428379768941,6
5.928,5.30335200551329,-0.261770218379357,6
6.006,5.82083613497286,0.517484129459577,6
6.084,7.10743582171608,1.28659968674321,6
6.162,6.91894567849148,-0.1884901432246,6
6.24,7.38634215310056,0.467396474609083,6
6.318,8.7080610942403,1.32171894113974,6
6.396,6.34922697956044,-2.35883411467986,6
6.474,8.51500075969109,2.16577378013065,6
6.552,6.53928758573547,-1.97571317395563,6
6.63,5.21196291788824,-1.32732466784722,6
6.708,5.44346962036854,0.231506702480296,6
6.786,8.14215354690417,2.69868392653563,6
6.864,6.63038953020785,-1.51176401669631,6
6.942,6.64299665963428,0.0126071294264243,6
7.02,6.3541083267596,-0.288888332874676,6
7.098,5.308867697184,-1.0452406295756,6
7.176,7.56358225427701,2.25471455709301,6
7.254,8.33689593766421,0.773313683387196,6
7.332,8.17321797333587,-0.163677964328333,6
7.41,7.49748645996563,-0.675731513370248,6
7.488,5.94438671062803,-1.5530997493376,6
7.566,8.47353781689545,2.52915110626743,6
7.644,6.99534295504061,-1.47819486185485,6
7.722,7.17763166924057,0.182288714199958,6
7.8,6.82321195860074,-0.354419710639822,6
