"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","season","run","type"
1,0,0,0,0,0,0,0,5,108.020548615605,-0.495489811920561,1.79788021300919,0.381143719771353,0.00609507196466438,0.00709696719190106,0,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,24,"midscale"
2,0,0,0,0,0,0,0,11,99.4957519741729,0.541537934099324,1.61935947439633,-2.56595347926684,0.00123031367314979,0.0320786749920808,1,22,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,-1,24,"midscale"
3,0,0,0,0,0,0,0,4,94.9641970172524,-0.326806765934452,1.02671668468975,0.259235822339216,-0.00183424198068678,0.0368933698837645,0,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,24,"midscale"
4,0,0,0,0,0,0,0,10,114.38971943222,-0.472181471460499,1.69844269799069,-11.6886583236269,-0.00210421252064407,-0.00544105042004958,1,29,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-1,24,"midscale"
5,0,0,0,0,0,0,0,12,143.407340333797,0.306814057985321,1.90010964008979,-8.63250613928583,-0.00107769976137206,0.0201047094515525,1,36,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,-1,24,"midscale"
6,0,0,0,0,0,0,0,12,116.321433093399,-0.30274528793525,1.45504618878476,-7.25325221495103,-0.00259987505851314,0.000464942164253444,0,28,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,-1,24,"midscale"
7,0,0,0,0,0,0,0,12,98.4637953713536,-0.570892401435412,1.7520319884643,-6.65403012804003,-0.0039563772897236,0.0267066675447859,1,27,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,-1,24,"midscale"
8,0,0,0,0,0,0,0,16,98.253124547191,0.362265807297081,1.60549614112824,-1.51972725091352,0.00642295967787504,0.00341523635201156,1,32,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,-1,24,"midscale"
9,0,0,0,0,0,0,0,13,103.646254101768,0.384419753076509,1.55555644351989,0.0620606909988943,0.00257059839903377,0.0229559019999579,1,29,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,-1,24,"midscale"
10,0,0,0,0,0,0,0,15,92.180963116698,-0.561190124507993,1.96765827923082,0.951877262440905,0.0019913259788882,0.0151593932043761,1,30,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,-1,24,"midscale"
