"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","season","run","type"
1,0,0,0,0,0,0,0,1,97.5894986512139,-0.314866830292158,1.94892980647273,-2.82157080022,0.00558692457154393,0.0156243560579605,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,11,"control"
2,0,0,0,0,0,0,0,17,116.079824077897,0.363753057550639,1.23281536577269,-2.614568383301,0.00489269622135907,0.0308171999501064,1,18,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,-1,11,"control"
3,0,0,0,0,0,0,0,10,144.875496109016,0.345424953242764,1.37645746464841,-6.32107726568221,-0.00447891203104518,8.65170243196187e-05,1,28,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,-1,11,"control"
4,0,0,0,0,0,0,0,9,120.743710245006,0.594168647588231,1.30264426837675,-3.40815785115716,-0.000805561385350302,0.0140167229901999,1,28,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,-1,11,"control"
5,0,0,0,0,0,0,0,7,98.1217056512833,0.519043896789663,1.98546347394586,1.05445785439893,-0.000546623521950096,-0.000855217922944575,0,28,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1,11,"control"
6,0,0,0,0,0,0,0,11,120.020321966149,-0.59393447691109,1.87185632996261,2.79643717769575,0.00740577521501109,0.00653542782878503,0,25,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,-1,11,"control"
7,0,0,0,0,0,0,0,6,136.569663723931,-0.53136152846273,1.2417725273408,-7.54435828304249,0.000212562384549528,-0.000805234992876649,0,28,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11,"control"
8,0,0,0,0,0,0,0,2,144.626267105341,-0.535238280426711,1.37497872766107,2.69328569638752,-0.000552376727573574,0.0240715112281032,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,11,"control"
9,0,0,0,0,0,0,0,12,129.503444284201,-0.514792463486083,1.71618750854395,-8.79775736575044,0.00201731855748221,0.0324078327370808,1,35,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,-1,11,"control"
10,0,0,0,0,0,0,0,3,92.9478362901136,-0.471529673296027,1.5369589838665,1.56903241296485,-0.00389164688647725,0.0281322128116153,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,11,"control"
11,0,0,0,0,0,0,0,7,148.482592985965,0.311671822029166,1.20099169155583,-0.558792382957445,0.00235652771079913,0.0120465124119073,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,-1,11,"control"
12,0,0,0,0,0,0,0,10,146.922762799077,0.374534805282019,1.73484189109877,-8.41422140310626,-0.00127464382559992,0.0189882456767373,1,27,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,-1,11,"control"
13,0,0,0,0,0,0,0,8,131.495668035932,0.505347734852694,1.8761287603993,-5.14594575609025,0.00377479438786395,-0.00632999285822734,1,38,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,-1,11,"control"
14,0,0,0,0,0,0,0,3,131.101697995327,-0.578512024437077,1.38696363917552,-9.07975619804468,0.0020298692106735,0.00698682084679604,0,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,11,"control"
15,0,0,0,0,0,0,0,14,149.19573827181,0.549802531977184,1.20753817306831,0.369901185851155,0.00973834372125566,0.02501851412002,1,29,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,-1,11,"control"
