"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","season","run","type"
1,0,0,0,0,0,0,0,10,114.318965049461,0.40915639246814,1.54797031311318,0.000532527450403109,0.0069859460182488,0.0305342131038196,1,28,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,-1,16,"midscale"
2,0,0,0,0,0,0,0,5,141.526946299709,0.404968711500987,1.85573397297412,-7.5632876828067,0.0079862992244307,0.00416165526024997,0,37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-1,16,"midscale"
3,0,0,0,0,0,0,0,2,98.8094575703144,-0.331645282963291,1.69916771515273,-3.3471104504064,0.00688593852799386,0.011924361307174,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,16,"midscale"
4,0,0,0,0,0,0,0,5,101.038812585175,-0.316616162261926,1.1129388702102,-7.25511116020927,0.00325199391576461,-0.00347822604468092,0,32,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,16,"midscale"
5,0,0,0,0,0,0,0,3,119.697668957524,0.414556989446282,1.3128668803256,-4.65596715416953,0.000499058810528368,0.00755059785209596,0,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,16,"midscale"
6,0,0,0,0,0,0,0,9,132.177103757858,-0.490776394866407,1.96423561032861,3.82965641586918,-0.00151756591512822,-0.00497513109818101,1,28,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,-1,16,"midscale"
7,0,0,0,0,0,0,0,14,137.34774751123,0.31628220747225,1.82950789062306,-6.09127367268951,-0.00120691117132083,0.00852834512246773,1,40,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,-1,16,"midscale"
8,0,0,0,0,0,0,0,5,114.854289921932,0.514446384762414,1.24767873622477,-7.72887277333691,0.00574314408702776,0.00114526101155207,0,35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,16,"midscale"
9,0,0,0,0,0,0,0,1,109.721283344552,0.354237776761875,1.38821062888019,-0.749867075156327,-0.00146990195382386,0.0255855425237678,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,16,"midscale"
10,0,0,0,0,0,0,0,3,128.389002154581,-0.315169674810022,1.44199226587079,-11.1777654345421,0.00665602018940262,0.0312685852963477,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,16,"midscale"
