"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","season","run","type"
1,0,0,0,0,0,0,0,3,133.414130955935,0.542044239817187,1.5154856541194,-7.59354444042359,-0.00150908526265994,-0.00450118487002328,0,34,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,15,"midscale"
2,0,0,0,0,0,0,0,7,93.1647216808051,-0.445000959257595,1.82140597887337,-6.60908522796638,0.00257512224838138,0.00563670835457742,0,23,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1,15,"midscale"
3,0,0,0,0,0,0,0,1,94.9370347335935,-0.403532414208166,1.0795765297953,-5.32179924600903,0.00899478744482621,0.0147895070002414,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,15,"midscale"
4,0,0,0,0,0,0,0,7,108.972018999048,0.570294334553182,1.76983000501059,-6.63769979398439,0.00841782499686815,-0.00865360052790493,0,33,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,-1,15,"midscale"
5,0,0,0,0,0,0,0,5,93.6885852646083,-0.416930355434306,1.87407807307318,-7.48842593252595,-0.00171756552881561,0.00110063125379384,0,27,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,15,"midscale"
6,0,0,0,0,0,0,0,6,116.054486688226,-0.440270749409683,1.82656863611192,-1.05099157524577,0.00121347427251749,0.0064226419525221,0,29,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,15,"midscale"
7,0,0,0,0,0,0,0,8,107.280269027688,-0.433518353663385,1.53754966566339,-5.52212572851807,0.00318412909982726,0.0248010021960363,1,26,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,15,"midscale"
8,0,0,0,0,0,0,0,12,132.319087833166,0.464889594144188,1.44755786121823,3.79060740027343,0.000140631577232852,0.0226763077871874,1,30,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,-1,15,"midscale"
9,0,0,0,0,0,0,0,13,103.694627210498,-0.544436470605433,1.48178326967172,2.07699758349599,0.00770957862958312,0.036744672767818,1,27,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,-1,15,"midscale"
10,0,0,0,0,0,0,0,1,90.991126159206,0.351598734338768,1.26067420351319,-6.29728041220698,0.00635643861372955,0.00649440849432722,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,15,"midscale"
11,0,0,0,0,0,0,0,4,128.778281416744,0.316128310840577,1.51159911369905,-4.00924888113353,0.00612441541510634,0.0372517088754103,0,41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,15,"midscale"
