"speciesid","active","dead","hunger","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","efficacy","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","season","run","type"
1,0,0,0,0,0,0,0,5,100.474247527309,-0.397332512727007,1.46257997094654,-4.40506475835862,0.00746593177434988,-0.00736689673736692,0,41,0.0737452604877763,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,22,"midscale"
2,0,0,0,0,0,0,0,11,146.761229331605,0.472082652105018,1.6943615055643,7.62027767993607,0.00377641825936735,0.0021405805577524,1,37,0.0771388150542043,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,-1,22,"midscale"
3,0,0,0,0,0,0,0,7,136.213756701909,0.425169623829424,1.57198209827766,1.17201309161391,-0.00397530689253472,-0.00582816570764408,0,37,0.013525847485289,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,-1,22,"midscale"
4,0,0,0,0,0,0,0,4,121.577422670089,-0.328870197781362,1.37137998105027,0.194762009955374,0.00485229017445817,0.0280889655323699,0,35,0.0922119410475716,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,22,"midscale"
5,0,0,0,0,0,0,0,3,120.968842743896,-0.317882672999986,1.53212436824106,-11.4368047054,0.0044279027171433,0.0381725891353562,0,37,0.0578153685596772,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,22,"midscale"
6,0,0,0,0,0,0,0,4,140.895685013384,-0.558114962931722,1.98364338232204,-0.336042854857083,0.000104978991439565,0.0358500114735216,0,31,0.0596006384771317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,22,"midscale"
7,0,0,0,0,0,0,0,8,135.496616167948,-0.432436561142094,1.67914618155919,-10.6682531126878,-0.000139023762894794,0.0112602063431405,0,37,0.0348953603184782,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,-1,22,"midscale"
8,0,0,0,0,0,0,0,1,105.15115275979,0.402170923585072,1.4384290240705,-2.02485695079614,-0.00332038078340702,0.00732885394012556,0,35,0.0247661737632006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,22,"midscale"
9,0,0,0,0,0,0,0,5,123.145946748555,0.3593295782106,1.1062026754953,-5.3496022525661,0.00657495853840373,-0.00351082898210734,0,30,0.0469548728759401,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,22,"midscale"
10,0,0,0,0,0,0,0,4,111.863421206363,0.445000568032265,1.98482090001926,-5.99449921546619,0.00268119681510143,0.03003242343897,0,39,0.0369850332359783,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,22,"midscale"
11,0,0,0,0,0,0,0,4,124.833752168342,0.574572958960198,1.44291187659837,-6.68596513045384,-0.000864615947939456,0.00578157626790926,0,34,0.0202949004271068,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,22,"midscale"
12,0,0,0,0,0,0,0,2,109.888737397268,0.314511650428176,1.6677284669131,-2.96481558360955,0.00391988193965517,0.0393144626263529,0,40,0.0911618124437518,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,22,"midscale"
13,0,0,0,0,0,0,0,5,126.349046383984,0.401799175352789,1.24610623787157,-11.1991158706237,-0.00300000972347334,-0.00623483170289546,0,37,0.0693797264527529,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,22,"midscale"
14,0,0,0,0,0,0,0,4,91.546028140001,0.3843141711317,1.33970588934608,-9.34488855083429,0.00260959448060021,-0.00060183186084032,0,30,0.0368968825205229,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1,22,"midscale"
15,0,0,0,0,0,0,0,5,107.46975410264,0.33368141327519,1.29487537918612,19.8889297778893,0.00486053569009527,-0.0026501692738384,0,40,0.0462750773946755,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,22,"midscale"
16,0,0,0,0,0,0,0,1,102.062467331998,-0.361768258991651,1.05058841477148,2.9673635988166,0.00949832335230894,0.0149705881928094,0,33,0.0595692047686316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,22,"midscale"
17,0,0,0,0,0,0,0,3,100.743153090589,-0.416430116677657,1.64869604143314,17.4879488366422,0.00329780873493291,-0.00706773266661912,0,26,0.0360679877130315,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,22,"midscale"
18,0,0,0,0,0,0,0,11,103.751184996217,-0.366785613074899,1.11088761477731,-5.07107992928772,0.00642882173648104,-0.00439836576348171,1,33,0.0300715776626021,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,-1,22,"midscale"
19,0,0,0,0,0,0,0,1,120.771246501245,0.418415348161943,1.35856755077839,-7.24988202369808,0.00827401116606779,0.0358477503736503,0,43,0.0861114476667717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,22,"midscale"
