"season","change","temperature","seed"
21,0.516009686200824,0.516009686200824,18
22,1.37227737648466,1.88828706268549,18
23,-0.702121281049334,1.18616578163615,18
24,0.97176802219924,2.15793380383539,18
25,-0.693507254258332,1.46442654957706,18
26,-0.298364535642844,1.16606201393422,18
27,0.569750761457814,1.73581277539203,18
28,-0.441862657314211,1.29395011807782,18
29,-0.147067864288465,1.14688225378935,18
30,1.5573315888053,2.70421384259465,18
31,1.0775215770166,3.78173541961125,18
32,1.05633478775416,4.8380702073654,18
33,-0.659234672557832,4.17883553480757,18
34,1.12890187642533,5.3077374112329,18
35,0.683951570441015,5.99168898167392,18
36,-1.6321254005331,4.35956358114082,18
37,-0.433370312721302,3.92619326841952,18
38,0.839107530880498,4.76530079930001,18
39,0.761823211076664,5.52712401037668,18
40,-0.259001460636925,5.26812254973975,18
41,-0.373286581062693,4.89483596867706,18
42,-1.77402405922911,3.12081190944795,18
43,0.261238234683274,3.38205014413123,18
44,-1.19254519380962,2.1895049503216,18
45,-0.965951179503389,1.22355377081821,18
46,0.0694709093993635,1.29302468021758,18
47,1.38730037615692,2.6803250563745,18
48,0.298213256312117,2.97853831268661,18
49,-0.950809978981774,2.02772833370484,18
50,0.247625654789109,2.27535398849395,18
51,0.338261294089358,2.61361528258331,18
52,-0.294561275617982,2.31905400696533,18
53,2.99518360033474,5.31423760730007,18
54,1.59042485395237,6.90466246125244,18
55,0.47068148391306,7.3753439451655,18
56,-0.103194706229991,7.27214923893551,18
57,1.02234238146446,8.29449162039997,18
58,-0.651930761270881,7.64256085912909,18
59,-0.525531514058817,7.11702934507027,18
60,0.0221891854991022,7.13921853056937,18
61,0.0584696009291642,7.19768813149854,18
62,2.09895495163478,9.29664308313331,18
63,0.0727812383073171,9.36942432144063,18
64,0.659349965011939,10.0287742864526,18
65,-0.0388049319040037,9.98996935454857,18
66,0.67553012903438,10.6654994835829,18
67,-0.815454786861367,9.85004469672158,18
68,-0.1393957200053,9.71064897671628,18
69,-0.43166033652533,9.27898864019095,18
70,0.69622293726012,9.97521157745107,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
0,0,0,18
